user_id,trips_booked,total_cancellations,has_children,avg_hotel_cost_total,age_end_july_2023,total_hotel_transactions,total_flights_transactions,avg_checked_bags,Perks
334787,3,0,0,396.67,52.0,3,6,0.67,Senior Travellers - 15% off next booking
337227,0,0,0,0.0,34.0,0,0,0.0,First Timer - 10% off next booking
338086,2,0,1,139.0,39.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
340166,1,0,1,474.0,50.0,1,0,0.0,Family Small Spenders - Kids eat for free next hotel booking
343928,2,0,0,464.0,64.0,1,4,0.5,Senior Travellers - 15% off next booking
347778,5,0,0,1544.75,49.0,4,10,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
348817,4,0,0,858.25,27.0,4,6,0.67,Light Packer - Free drink and snack on next flight booked
348863,0,0,0,0.0,66.0,0,0,0.0,First Timer - 10% off next booking
349132,3,0,0,1412.0,48.0,3,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
350648,0,1,0,0.0,17.0,0,0,0.0,Non-Committer - Free Cancellation on next booking
353271,1,0,1,272.0,25.0,1,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
353694,2,0,1,887.5,39.0,2,3,0.5,Family Small Spenders - Kids eat for free next hotel booking
354050,5,0,0,621.4,49.0,5,9,0.2,Hotel Stayer - Free meal with next hotel booking
354260,2,0,0,780.0,48.0,1,4,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
354311,2,0,0,388.0,45.0,1,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
354950,1,0,0,889.0,52.0,1,2,1.0,Senior Travellers - 15% off next booking
356046,2,0,0,399.0,33.0,2,4,0.0,Light Packer - Free drink and snack on next flight booked
357737,4,1,1,437.25,40.0,4,6,0.0,Family Small Spenders - Kids eat for free next hotel booking
359072,2,1,1,330.0,50.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
359080,4,0,0,1030.0,41.0,2,8,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
359653,2,0,0,567.0,54.0,2,4,1.0,Senior Travellers - 15% off next booking
361459,1,0,1,330.0,40.0,1,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
361759,4,0,0,121.67,51.0,3,8,0.5,Senior Travellers - 15% off next booking
363535,2,1,0,336.0,30.0,2,3,0.5,Light Packer - Free drink and snack on next flight booked
365825,1,1,0,1045.0,44.0,1,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
371201,1,0,1,0.0,27.0,0,2,3.0,Family Small Spenders - Kids eat for free next hotel booking
372970,2,0,0,342.0,33.0,2,4,0.5,Light Packer - Free drink and snack on next flight booked
373489,1,0,1,1326.0,36.0,1,2,3.0,Family Small Spenders - Kids eat for free next hotel booking
374331,1,1,0,6720.0,41.0,1,0,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
374340,1,0,0,0.0,34.0,0,2,1.0,Light Packer - Free drink and snack on next flight booked
374341,3,0,0,2280.0,25.0,3,0,0.0,Light Packer - Free drink and snack on next flight booked
375160,0,0,0,0.0,19.0,0,0,0.0,First Timer - 10% off next booking
375729,3,0,0,827.0,52.0,3,6,0.33,Senior Travellers - 15% off next booking
375751,3,0,0,543.0,49.0,2,6,0.33,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
376159,2,0,0,354.0,41.0,2,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
377069,0,1,0,0.0,67.0,0,0,0.0,Non-Committer - Free Cancellation on next booking
377411,2,0,0,656.0,37.0,2,4,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
378565,5,0,1,1746.6,39.0,5,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
379543,3,0,0,649.33,55.0,3,6,0.33,Senior Travellers - 15% off next booking
380434,3,0,1,589.67,49.0,3,6,0.33,Family Small Spenders - Kids eat for free next hotel booking
380436,1,0,0,825.0,43.0,1,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
380757,3,0,1,525.33,45.0,3,5,0.33,Family Small Spenders - Kids eat for free next hotel booking
380874,3,0,0,353.67,53.0,3,6,0.67,Senior Travellers - 15% off next booking
380949,4,1,0,663.0,45.0,3,8,0.25,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
381259,1,0,1,136.0,20.0,1,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
381465,3,1,0,992.0,33.0,3,2,0.0,Light Packer - Free drink and snack on next flight booked
382181,3,0,0,544.0,35.0,2,6,0.67,Light Packer - Free drink and snack on next flight booked
382384,1,0,0,156.0,56.0,1,2,1.0,Senior Travellers - 15% off next booking
382533,0,0,0,0.0,17.0,0,0,0.0,First Timer - 10% off next booking
385689,4,0,1,908.0,48.0,4,6,0.33,Family Small Spenders - Kids eat for free next hotel booking
386255,1,0,1,2144.0,31.0,1,0,0.0,Family Small Spenders - Kids eat for free next hotel booking
386469,0,0,0,0.0,16.0,0,0,0.0,First Timer - 10% off next booking
386914,1,1,1,642.0,45.0,1,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
387282,1,0,1,3960.0,29.0,1,0,0.0,Family Big Spenders - Kids stay free next hotel booking
387783,3,0,1,932.67,52.0,3,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
388328,5,0,1,995.0,49.0,5,6,1.0,Family Small Spenders - Kids eat for free next hotel booking
388767,1,0,1,1890.0,43.0,1,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
388947,3,0,0,481.5,39.0,2,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
389434,4,1,0,470.0,41.0,4,8,0.25,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
389662,3,0,0,302.0,37.0,3,4,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
389759,3,0,1,1106.67,32.0,3,6,0.33,Family Small Spenders - Kids eat for free next hotel booking
390811,3,0,0,542.33,40.0,3,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
392453,1,0,0,1166.0,57.0,1,2,1.0,Senior Travellers - 15% off next booking
395202,1,0,0,2964.0,25.0,1,0,0.0,Light Packer - Free drink and snack on next flight booked
395981,3,0,0,932.67,50.0,3,6,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
396552,4,0,0,235.5,44.0,4,6,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
399137,4,0,0,1626.0,52.0,4,4,1.0,Senior Travellers - 15% off next booking
399218,2,0,1,369.0,43.0,1,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
399799,4,0,0,216.75,54.0,4,7,0.5,Senior Travellers - 15% off next booking
400275,2,0,1,1315.0,55.0,1,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
400582,4,0,0,757.25,31.0,4,6,0.0,Light Packer - Free drink and snack on next flight booked
400899,3,0,0,957.33,44.0,3,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
401245,3,0,0,488.0,27.0,2,6,0.0,Light Packer - Free drink and snack on next flight booked
402332,2,0,0,278.0,31.0,2,4,0.0,Light Packer - Free drink and snack on next flight booked
402978,4,0,0,593.5,50.0,4,8,0.75,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
403881,4,0,0,669.25,43.0,4,7,0.75,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
404879,4,0,0,1995.33,38.0,3,7,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
405305,3,0,1,713.33,44.0,3,5,0.67,Family Small Spenders - Kids eat for free next hotel booking
406210,2,0,1,779.0,20.0,2,3,0.5,Family Small Spenders - Kids eat for free next hotel booking
407118,2,1,0,1185.0,51.0,2,3,0.5,Senior Travellers - 15% off next booking
407250,4,0,0,450.0,36.0,3,8,0.25,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
407275,4,0,0,917.67,41.0,3,8,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
407434,1,0,1,3186.0,51.0,1,0,0.0,Family Big Spenders - Kids stay free next hotel booking
407642,2,0,0,617.0,28.0,2,4,0.0,Light Packer - Free drink and snack on next flight booked
408551,2,0,1,656.0,42.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
409073,3,0,0,403.33,41.0,3,6,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
411179,2,1,0,2313.0,50.0,2,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
411701,2,0,0,231.0,39.0,2,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
413128,5,0,0,2479.6,28.0,5,8,0.25,Light Packer - Free drink and snack on next flight booked
413340,3,0,1,1096.0,46.0,1,6,0.67,Family Small Spenders - Kids eat for free next hotel booking
413418,3,0,0,143.0,53.0,2,4,1.5,Senior Travellers - 15% off next booking
413658,2,1,1,843.0,50.0,2,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
414128,4,0,0,1476.0,27.0,4,5,0.33,Light Packer - Free drink and snack on next flight booked
415282,2,0,1,1818.0,41.0,2,4,0.0,Family Small Spenders - Kids eat for free next hotel booking
415381,3,0,0,352.0,45.0,2,5,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
415581,3,0,0,869.33,41.0,3,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
416319,2,0,0,184.0,54.0,2,4,0.5,Senior Travellers - 15% off next booking
416580,4,1,0,297.0,42.0,3,8,0.25,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
417679,5,0,0,714.25,36.0,4,10,0.4,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
418329,3,0,1,1108.67,48.0,3,6,0.67,Family Small Spenders - Kids eat for free next hotel booking
418488,4,0,0,678.25,37.0,4,8,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
418692,2,1,0,423.0,38.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
420648,3,0,1,1406.0,52.0,2,4,0.0,Family Small Spenders - Kids eat for free next hotel booking
420669,2,2,1,840.0,50.0,2,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
421247,4,0,1,509.5,41.0,4,8,0.5,Family Small Spenders - Kids eat for free next hotel booking
421515,2,0,0,357.0,30.0,2,4,0.5,Light Packer - Free drink and snack on next flight booked
421666,1,1,1,158.0,29.0,1,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
421700,3,0,1,1212.0,40.0,3,6,0.0,Family Small Spenders - Kids eat for free next hotel booking
421870,3,0,1,993.5,29.0,2,6,2.67,Family Small Spenders - Kids eat for free next hotel booking
422066,4,0,1,894.75,54.0,4,8,1.25,Family Small Spenders - Kids eat for free next hotel booking
422668,0,0,0,0.0,17.0,0,0,0.0,First Timer - 10% off next booking
423042,5,1,1,455.75,42.0,4,6,0.33,Family Small Spenders - Kids eat for free next hotel booking
423413,1,0,0,10760.0,17.0,1,0,0.0,Light Packer - Free drink and snack on next flight booked
424553,3,0,0,639.67,48.0,3,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
425632,3,0,0,1164.0,44.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
425653,0,0,1,0.0,19.0,0,0,0.0,First Timer - 10% off next booking
425953,4,0,0,380.0,37.0,4,8,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
425966,2,0,0,330.5,55.0,2,4,0.5,Senior Travellers - 15% off next booking
426478,1,1,0,1071.0,24.0,1,0,0.0,Light Packer - Free drink and snack on next flight booked
427426,3,0,0,125.0,35.0,2,6,0.33,Light Packer - Free drink and snack on next flight booked
427506,2,1,1,343.5,54.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
428056,4,0,0,733.33,36.0,3,8,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
428552,2,0,0,305.0,36.0,2,4,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
428858,2,1,0,2089.0,20.0,2,2,1.0,Light Packer - Free drink and snack on next flight booked
429345,1,0,1,714.0,65.0,1,0,0.0,Family Small Spenders - Kids eat for free next hotel booking
429375,2,1,0,376.5,33.0,2,4,1.0,Light Packer - Free drink and snack on next flight booked
430722,2,1,0,688.0,27.0,2,4,1.0,Light Packer - Free drink and snack on next flight booked
431144,2,0,0,891.0,50.0,2,2,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
431337,3,0,0,699.33,37.0,3,6,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
431602,2,1,0,496.5,36.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
431746,1,0,0,436.0,39.0,1,2,2.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
431899,0,1,0,0.0,43.0,0,0,0.0,Non-Committer - Free Cancellation on next booking
431912,1,0,1,0.0,34.0,0,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
432333,2,0,1,872.5,49.0,2,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
432637,3,0,1,509.33,36.0,3,6,0.33,Family Small Spenders - Kids eat for free next hotel booking
432941,4,0,0,966.75,40.0,4,6,0.33,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
433080,4,0,0,507.0,43.0,4,8,0.75,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
433339,2,0,1,1255.5,25.0,2,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
433905,1,0,0,3920.0,25.0,1,0,0.0,Light Packer - Free drink and snack on next flight booked
434238,2,0,1,44.0,49.0,1,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
434623,3,1,0,607.67,34.0,3,6,0.33,Light Packer - Free drink and snack on next flight booked
435231,2,0,0,499.5,29.0,2,2,1.0,Light Packer - Free drink and snack on next flight booked
435596,2,0,0,669.0,52.0,2,4,0.5,Senior Travellers - 15% off next booking
435669,2,0,1,162.0,44.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
435837,1,0,0,1848.0,50.0,1,0,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
435882,2,1,0,656.0,50.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
436320,2,0,1,387.5,48.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
436894,2,0,0,528.5,41.0,2,3,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
437069,5,0,0,588.8,42.0,5,10,0.6,Big Spenders - 1 Night free hotel room next flight booking
437162,1,1,0,534.0,30.0,1,2,1.0,Light Packer - Free drink and snack on next flight booked
437251,3,0,0,174.0,42.0,3,6,0.33,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
437539,5,0,0,359.8,45.0,5,10,0.4,Big Spenders - 1 Night free hotel room next flight booking
437549,3,0,0,473.0,39.0,3,6,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
438189,6,0,0,708.2,35.0,5,12,0.83,Light Packer - Free drink and snack on next flight booked
438406,4,0,0,505.33,42.0,3,8,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
438551,2,1,1,256.0,35.0,2,0,0.0,Family Small Spenders - Kids eat for free next hotel booking
438596,2,0,0,686.0,23.0,2,2,1.0,Light Packer - Free drink and snack on next flight booked
438839,3,0,1,1140.0,49.0,3,5,0.67,Family Small Spenders - Kids eat for free next hotel booking
438937,2,0,0,772.5,36.0,2,3,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
438985,2,1,0,459.0,29.0,2,4,0.5,Light Packer - Free drink and snack on next flight booked
438995,0,0,0,0.0,23.0,0,0,0.0,First Timer - 10% off next booking
439052,4,0,0,729.5,51.0,4,8,0.5,Senior Travellers - 15% off next booking
439120,2,0,0,93.0,38.0,1,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
439363,4,0,0,734.67,51.0,3,6,0.33,Senior Travellers - 15% off next booking
440212,1,0,1,174.0,38.0,1,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
440655,3,0,1,504.0,30.0,3,6,0.0,Family Small Spenders - Kids eat for free next hotel booking
441200,3,0,1,356.0,35.0,2,4,1.0,Family Small Spenders - Kids eat for free next hotel booking
441205,2,0,1,0.0,46.0,0,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
441448,1,0,1,1800.0,28.0,1,2,1.0,Family Small Spenders - Kids eat for free next hotel booking
441457,3,0,0,1294.33,58.0,3,4,0.0,Senior Travellers - 15% off next booking
441982,5,0,0,1154.33,46.0,3,9,0.4,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
442484,3,0,0,85.0,42.0,1,6,0.33,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
442718,4,0,1,761.0,48.0,2,8,0.25,Family Small Spenders - Kids eat for free next hotel booking
442812,1,0,1,850.0,54.0,1,0,0.0,Family Small Spenders - Kids eat for free next hotel booking
442819,1,0,0,170.0,70.0,1,2,1.0,Senior Travellers - 15% off next booking
442833,4,0,0,614.25,38.0,4,8,0.25,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
443305,1,0,0,580.0,20.0,1,2,1.0,Light Packer - Free drink and snack on next flight booked
443453,4,0,0,277.75,36.0,4,8,0.25,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
443598,2,0,0,878.0,42.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
443652,4,0,0,533.0,29.0,4,7,1.0,Light Packer - Free drink and snack on next flight booked
444387,3,0,0,84.0,45.0,2,6,0.33,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
444885,1,0,0,444.0,32.0,1,2,2.0,Heavy Packer - Free bag on next flight
445351,4,0,1,503.0,52.0,3,8,0.0,Family Small Spenders - Kids eat for free next hotel booking
445515,2,0,0,513.0,39.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
446124,5,0,0,453.2,44.0,5,10,0.6,Big Spenders - 1 Night free hotel room next flight booking
446138,2,1,0,3149.0,38.0,2,2,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
446473,3,0,0,312.0,48.0,2,6,0.67,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
446933,4,0,0,188.0,46.0,4,8,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
447053,2,0,1,263.5,36.0,2,4,0.5,Family Small Spenders - Kids eat for free next hotel booking
447591,1,0,0,458.0,21.0,1,2,0.0,Light Packer - Free drink and snack on next flight booked
447737,3,0,0,169.0,41.0,2,6,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
447951,2,0,0,606.0,41.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
448025,1,0,0,608.0,28.0,1,2,0.0,Light Packer - Free drink and snack on next flight booked
448154,2,0,0,2064.0,55.0,1,4,0.0,Senior Travellers - 15% off next booking
448295,2,0,0,278.0,50.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
448467,2,0,0,2387.5,37.0,2,0,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
448564,5,0,0,341.0,48.0,5,7,0.5,Hotel Stayer - Free meal with next hotel booking
449033,5,0,0,388.2,40.0,5,10,1.0,Big Spenders - 1 Night free hotel room next flight booking
449326,2,0,0,455.0,38.0,2,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
449619,3,0,0,798.67,34.0,3,6,1.0,Light Packer - Free drink and snack on next flight booked
449804,3,0,0,582.0,41.0,3,6,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
449980,0,1,0,0.0,17.0,0,0,0.0,Non-Committer - Free Cancellation on next booking
450164,4,0,0,662.5,36.0,4,8,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
450193,2,0,0,3231.5,34.0,2,4,0.5,Light Packer - Free drink and snack on next flight booked
450305,3,0,0,732.67,38.0,3,4,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
450615,4,0,0,227.33,43.0,3,8,0.75,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
451291,4,0,0,364.0,53.0,1,8,0.5,Senior Travellers - 15% off next booking
451674,0,0,1,0.0,23.0,0,0,0.0,First Timer - 10% off next booking
452034,1,2,0,1884.0,49.0,1,2,1.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
452532,2,1,0,0.0,32.0,0,4,1.0,Light Packer - Free drink and snack on next flight booked
452594,4,0,1,1051.0,43.0,4,6,0.33,Family Small Spenders - Kids eat for free next hotel booking
452612,1,1,1,740.0,42.0,1,2,2.0,Family Small Spenders - Kids eat for free next hotel booking
453143,5,0,0,583.0,45.0,5,7,0.75,Hotel Stayer - Free meal with next hotel booking
453168,4,0,0,275.67,45.0,3,7,0.5,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
454264,1,0,1,0.0,48.0,0,2,0.0,Family Small Spenders - Kids eat for free next hotel booking
454430,3,0,0,1066.67,37.0,3,4,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
454616,1,0,0,1209.0,44.0,1,2,0.0,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
454661,3,0,0,482.33,45.0,3,6,0.33,Mid Life Travellers - Bottle of Wine and cheese platter with next hotel booking
